Матч под номером 0 выиграет Boston Celtics, с вероятностью = 67.68%
Матч под номером 151 выиграет Portland Trail Blazers, с вероятностью = 67.58%
Матч под номером 152 выиграет Oklahoma City Thunder, с вероятностью = 67.37%
Матч под номером 153 выиграет Detroit Pistons, с вероятностью = 67.42%
Матч под номером 154 выиграет New York Knicks, с вероятностью = 67.82%
Матч под номером 155 выиграет Miami Heat, с вероятностью = 67.54%
Матч под номером 156 выиграет Philadelphia 76ers, с вероятностью = 67.69%
Матч под номером 157 выиграет Memphis Grizzlies, с вероятностью = 67.40%
Матч под номером 158 выиграет New Orleans Pelicans, с вероятностью = 67.91%
Матч под номером 159 выиграет Utah Jazz, с вероятностью = 68.02%
Матч под номером 160 выиграет Toronto Raptors, с вероятностью = 67.50%
Матч под номером 161 выиграет Los Angeles Lakers, с вероятностью = 67.38%
Матч под номером 162 выиграет Oklahoma City Thunder, с вероятностью = 67.76%
Матч под номером 163 выиграет Boston Celtics, с вероятностью = 67.80%
Матч под номером 164 выиграет Portland Trail Blazers, с вероятностью = 67.83%
Матч под номером 165 выиграет Milwaukee Bucks, с вероятностью = 67.74%
Матч под номером 166 выиграет Orlando Magic, с вероятностью = 67.68%
Матч под номером 167 выиграет Philadelphia 76ers, с вероятностью = 67.98%
Матч под номером 168 выиграет Detroit Pistons, с вероятностью = 67.44%
Матч под номером 169 выиграет Indiana Pacers, с вероятностью = 67.39%
Матч под номером 170 выиграет Brooklyn Nets, с вероятностью = 67.87%
Матч под номером 171 выиграет Utah Jazz, с вероятностью = 67.56%
Матч под номером 172 выиграет Sacramento Kings, с вероятностью = 67.79%
Матч под номером 173 выиграет Toronto Raptors, с вероятностью = 67.90%
Матч под номером 174 выиграет Los Angeles Clippers, с вероятностью = 67.88%
Матч под номером 175 выиграет New Orleans Pelicans, с вероятностью = 67.62%
Матч под номером 176 выиграет Chicago Bulls, с вероятностью = 67.78%
Матч под номером 177 выиграет Memphis Grizzlies, с вероятностью = 68.02%
Матч под номером 178 выиграет Washington Wizards, с вероятностью = 67.60%
Матч под номером 179 выиграет Golden State Warriors, с вероятностью = 67.37%
Матч под номером 180 выиграет San Antonio Spurs, с вероятностью = 67.51%
Матч под номером 181 выиграет Dallas Mavericks, с вероятностью = 67.88%
Матч под номером 182 выиграет Los Angeles Lakers, с вероятностью = 67.98%
Матч под номером 183 выиграет Charlotte Hornets, с вероятностью = 67.55%
Матч под номером 184 выиграет Houston Rockets, с вероятностью = 67.74%
Матч под номером 185 выиграет Orlando Magic, с вероятностью = 68.01%
Матч под номером 186 выиграет Milwaukee Bucks, с вероятностью = 67.58%
Матч под номером 187 выиграет Portland Trail Blazers, с вероятностью = 67.59%
Матч под номером 188 выиграет Los Angeles Lakers, с вероятностью = 67.51%
Матч под номером 189 выиграет Washington Wizards, с вероятностью = 67.48%
Матч под номером 190 выиграет Philadelphia 76ers, с вероятностью = 67.87%
Матч под номером 191 выиграет New Orleans Pelicans, с вероятностью = 67.34%
Матч под номером 192 выиграет Dallas Mavericks, с вероятностью = 67.94%
Матч под номером 193 выиграет Utah Jazz, с вероятностью = 68.03%
Матч под номером 194 выиграет Minnesota Timberwolves, с вероятностью = 67.65%
Матч под номером 195 выиграет Oklahoma City Thunder, с вероятностью = 67.37%
Матч под номером 196 выиграет Sacramento Kings, с вероятностью = 67.79%
Матч под номером 197 выиграет Los Angeles Clippers, с вероятностью = 67.47%
Матч под номером 198 выиграет Cleveland Cavaliers, с вероятностью = 67.92%
Матч под номером 199 выиграет Houston Rockets, с вероятностью = 67.51%
Матч под номером 200 выиграет Golden State Warriors, с вероятностью = 68.00%
Матч под номером 201 выиграет Orlando Magic, с вероятностью = 67.84%
Матч под номером 202 выиграет Washington Wizards, с вероятностью = 67.51%
Матч под номером 203 выиграет Boston Celtics, с вероятностью = 67.93%
Матч под номером 204 выиграет Miami Heat, с вероятностью = 68.04%
Матч под номером 205 выиграет Detroit Pistons, с вероятностью = 67.45%
Матч под номером 206 выиграет Memphis Grizzlies, с вероятностью = 67.52%
Матч под номером 207 выиграет Minnesota Timberwolves, с вероятностью = 67.65%
Матч под номером 208 выиграет Oklahoma City Thunder, с вероятностью = 67.95%
Матч под номером 209 выиграет Dallas Mavericks, с вероятностью = 67.62%
Матч под номером 210 выиграет Phoenix Suns, с вероятностью = 67.85%
Матч под номером 211 выиграет Los Angeles Lakers, с вероятностью = 67.42%
Матч под номером 212 выиграет Houston Rockets, с вероятностью = 67.60%
Матч под номером 213 выиграет Denver Nuggets, с вероятностью = 67.65%
Матч под номером 214 выиграет Los Angeles Clippers, с вероятностью = 67.75%
Матч под номером 215 выиграет Boston Celtics, с вероятностью = 67.47%
Матч под номером 216 выиграет Indiana Pacers, с вероятностью = 67.64%
Матч под номером 217 выиграет Philadelphia 76ers, с вероятностью = 67.37%
Матч под номером 218 выиграет Brooklyn Nets, с вероятностью = 67.63%
Матч под номером 219 выиграет Memphis Grizzlies, с вероятностью = 68.01%
Матч под номером 220 выиграет Minnesota Timberwolves, с вероятностью = 67.44%
Матч под номером 221 выиграет New Orleans Pelicans, с вероятностью = 67.80%
Матч под номером 222 выиграет Milwaukee Bucks, с вероятностью = 68.02%
Матч под номером 223 выиграет Los Angeles Clippers, с вероятностью = 67.93%
Матч под номером 224 выиграет Philadelphia 76ers, с вероятностью = 67.86%
Матч под номером 225 выиграет Indiana Pacers, с вероятностью = 67.75%
Матч под номером 226 выиграет New Orleans Pelicans, с вероятностью = 67.69%
Матч под номером 227 выиграет Orlando Magic, с вероятностью = 67.69%
Матч под номером 228 выиграет Utah Jazz, с вероятностью = 67.83%
Матч под номером 229 выиграет Toronto Raptors, с вероятностью = 67.89%
Матч под номером 230 выиграет Houston Rockets, с вероятностью = 67.66%
Матч под номером 231 выиграет Dallas Mavericks, с вероятностью = 67.59%
Матч под номером 232 выиграет Oklahoma City Thunder, с вероятностью = 67.83%
Матч под номером 233 выиграет Memphis Grizzlies, с вероятностью = 67.55%
Матч под номером 234 выиграет Los Angeles Lakers, с вероятностью = 67.94%
Матч под номером 235 выиграет Orlando Magic, с вероятностью = 67.92%
Матч под номером 236 выиграет Portland Trail Blazers, с вероятностью = 67.71%
Матч под номером 237 выиграет San Antonio Spurs, с вероятностью = 68.00%
Матч под номером 238 выиграет Charlotte Hornets, с вероятностью = 67.95%
Матч под номером 239 выиграет Detroit Pistons, с вероятностью = 67.87%
Матч под номером 240 выиграет Indiana Pacers, с вероятностью = 67.76%
Матч под номером 241 выиграет Philadelphia 76ers, с вероятностью = 68.02%
Матч под номером 242 выиграет Los Angeles Clippers, с вероятностью = 67.99%
Матч под номером 243 выиграет Memphis Grizzlies, с вероятностью = 67.44%
Матч под номером 244 выиграет Milwaukee Bucks, с вероятностью = 68.00%
Матч под номером 245 выиграет New Orleans Pelicans, с вероятностью = 67.89%
Матч под номером 246 выиграет Sacramento Kings, с вероятностью = 67.35%
Матч под номером 247 выиграет Toronto Raptors, с вероятностью = 67.91%
Матч под номером 248 выиграет Washington Wizards, с вероятностью = 67.85%
Матч под номером 249 выиграет Brooklyn Nets, с вероятностью = 67.73%
Матч под номером 250 выиграет Portland Trail Blazers, с вероятностью = 67.36%
Матч под номером 251 выиграет Charlotte Hornets, с вероятностью = 67.60%
Матч под номером 252 выиграет Philadelphia 76ers, с вероятностью = 67.78%
Матч под номером 253 выиграет Toronto Raptors, с вероятностью = 67.89%
Матч под номером 254 выиграет New York Knicks, с вероятностью = 67.75%
Матч под номером 255 выиграет Chicago Bulls, с вероятностью = 67.78%
Матч под номером 256 выиграет Los Angeles Lakers, с вероятностью = 67.92%
Матч под номером 257 выиграет Houston Rockets, с вероятностью = 67.49%
Матч под номером 258 выиграет Milwaukee Bucks, с вероятностью = 67.98%
Матч под номером 259 выиграет Denver Nuggets, с вероятностью = 67.49%
Матч под номером 260 выиграет Dallas Mavericks, с вероятностью = 67.98%
Матч под номером 261 выиграет Memphis Grizzlies, с вероятностью = 67.95%
Матч под номером 262 выиграет Sacramento Kings, с вероятностью = 67.64%
Матч под номером 263 выиграет Oklahoma City Thunder, с вероятностью = 68.04%
Матч под номером 264 выиграет Minnesota Timberwolves, с вероятностью = 68.01%
Матч под номером 265 выиграет Los Angeles Clippers, с вероятностью = 67.63%
Матч под номером 266 выиграет Detroit Pistons, с вероятностью = 67.68%
Матч под номером 267 выиграет Boston Celtics, с вероятностью = 67.57%
Матч под номером 268 выиграет New York Knicks, с вероятностью = 67.71%
Матч под номером 269 выиграет Cleveland Cavaliers, с вероятностью = 67.71%
Матч под номером 270 выиграет Toronto Raptors, с вероятностью = 67.96%
Матч под номером 271 выиграет Miami Heat, с вероятностью = 67.95%
Матч под номером 272 выиграет San Antonio Spurs, с вероятностью = 67.58%
Матч под номером 273 выиграет Oklahoma City Thunder, с вероятностью = 68.00%
Матч под номером 274 выиграет Phoenix Suns, с вероятностью = 67.45%
Матч под номером 275 выиграет Denver Nuggets, с вероятностью = 67.59%
Матч под номером 276 выиграет Golden State Warriors, с вероятностью = 67.37%
Матч под номером 277 выиграет Los Angeles Lakers, с вероятностью = 67.76%
Матч под номером 278 выиграет Cleveland Cavaliers, с вероятностью = 67.84%
Матч под номером 279 выиграет Minnesota Timberwolves, с вероятностью = 67.62%
Матч под номером 280 выиграет Denver Nuggets, с вероятностью = 67.90%
Матч под номером 281 выиграет Washington Wizards, с вероятностью = 67.98%
Матч под номером 282 выиграет Dallas Mavericks, с вероятностью = 67.39%
Матч под номером 283 выиграет Golden State Warriors, с вероятностью = 67.42%
Матч под номером 284 выиграет Milwaukee Bucks, с вероятностью = 67.39%
Матч под номером 285 выиграет Orlando Magic, с вероятностью = 67.37%
Матч под номером 286 выиграет Detroit Pistons, с вероятностью = 67.42%
Матч под номером 287 выиграет Atlanta Hawks, с вероятностью = 67.39%
Матч под номером 288 выиграет Philadelphia 76ers, с вероятностью = 67.72%
Матч под номером 289 выиграет New York Knicks, с вероятностью = 67.58%
Матч под номером 290 выиграет Toronto Raptors, с вероятностью = 67.87%
Матч под номером 291 выиграет Utah Jazz, с вероятностью = 67.69%
Матч под номером 292 выиграет Los Angeles Clippers, с вероятностью = 67.84%
Матч под номером 293 выиграет Charlotte Hornets, с вероятностью = 67.72%
Матч под номером 294 выиграет Minnesota Timberwolves, с вероятностью = 67.72%
Матч под номером 295 выиграет Washington Wizards, с вероятностью = 67.69%
Матч под номером 296 выиграет San Antonio Spurs, с вероятностью = 67.37%
Матч под номером 297 выиграет Boston Celtics, с вероятностью = 67.95%
Матч под номером 298 выиграет Indiana Pacers, с вероятностью = 67.52%
Матч под номером 299 выиграет Golden State Warriors, с вероятностью = 67.35%
Матч под номером 300 выиграет Detroit Pistons, с вероятностью = 67.50%
Матч под номером 301 выиграет Atlanta Hawks, с вероятностью = 67.96%
Матч под номером 302 выиграет Toronto Raptors, с вероятностью = 67.46%
Матч под номером 303 выиграет Denver Nuggets, с вероятностью = 67.91%
Матч под номером 304 выиграет Indiana Pacers, с вероятностью = 67.68%
Матч под номером 305 выиграет Charlotte Hornets, с вероятностью = 67.70%
Матч под номером 306 выиграет Philadelphia 76ers, с вероятностью = 67.49%
Матч под номером 307 выиграет Utah Jazz, с вероятностью = 67.98%
Матч под номером 308 выиграет Dallas Mavericks, с вероятностью = 67.99%
Матч под номером 309 выиграет Milwaukee Bucks, с вероятностью = 67.77%
Матч под номером 310 выиграет Minnesota Timberwolves, с вероятностью = 67.39%
Матч под номером 311 выиграет New Orleans Pelicans, с вероятностью = 67.62%
Матч под номером 312 выиграет Oklahoma City Thunder, с вероятностью = 67.47%
Матч под номером 313 выиграет Portland Trail Blazers, с вероятностью = 67.91%
Матч под номером 314 выиграет Los Angeles Clippers, с вероятностью = 67.85%
Матч под номером 315 выиграет Toronto Raptors, с вероятностью = 67.48%
Матч под номером 316 выиграет Los Angeles Lakers, с вероятностью = 68.02%
Матч под номером 317 выиграет Los Angeles Clippers, с вероятностью = 67.86%
Матч под номером 318 выиграет Boston Celtics, с вероятностью = 67.83%
Матч под номером 319 выиграет Utah Jazz, с вероятностью = 67.56%
Матч под номером 320 выиграет Detroit Pistons, с вероятностью = 67.68%
Матч под номером 321 выиграет Philadelphia 76ers, с вероятностью = 67.87%
Матч под номером 322 выиграет Memphis Grizzlies, с вероятностью = 67.98%
Матч под номером 323 выиграет Miami Heat, с вероятностью = 67.95%
Матч под номером 324 выиграет Oklahoma City Thunder, с вероятностью = 67.92%
Матч под номером 325 выиграет Houston Rockets, с вероятностью = 67.54%
Матч под номером 326 выиграет Orlando Magic, с вероятностью = 67.79%
Матч под номером 327 выиграет Los Angeles Lakers, с вероятностью = 67.42%
Матч под номером 328 выиграет Denver Nuggets, с вероятностью = 67.35%
Матч под номером 329 выиграет New York Knicks, с вероятностью = 67.88%
Матч под номером 330 выиграет Detroit Pistons, с вероятностью = 67.63%
Матч под номером 331 выиграет Washington Wizards, с вероятностью = 67.72%
Матч под номером 332 выиграет Toronto Raptors, с вероятностью = 67.36%
Матч под номером 333 выиграет Houston Rockets, с вероятностью = 67.72%
Матч под номером 334 выиграет Boston Celtics, с вероятностью = 67.98%
Матч под номером 335 выиграет Sacramento Kings, с вероятностью = 67.56%
Матч под номером 336 выиграет Los Angeles Lakers, с вероятностью = 67.95%
Матч под номером 337 выиграет New Orleans Pelicans, с вероятностью = 67.50%
Матч под номером 338 выиграет Miami Heat, с вероятностью = 68.04%
Матч под номером 339 выиграет Philadelphia 76ers, с вероятностью = 67.56%
Матч под номером 340 выиграет Dallas Mavericks, с вероятностью = 67.92%
Матч под номером 341 выиграет San Antonio Spurs, с вероятностью = 67.46%
Матч под номером 342 выиграет Oklahoma City Thunder, с вероятностью = 68.02%
Матч под номером 343 выиграет Golden State Warriors, с вероятностью = 67.98%
Матч под номером 344 выиграет Cleveland Cavaliers, с вероятностью = 67.65%
Матч под номером 345 выиграет Washington Wizards, с вероятностью = 67.94%
Матч под номером 346 выиграет Denver Nuggets, с вероятностью = 67.39%
Матч под номером 347 выиграет Minnesota Timberwolves, с вероятностью = 67.87%
Матч под номером 348 выиграет Los Angeles Clippers, с вероятностью = 67.83%
Матч под номером 349 выиграет Indiana Pacers, с вероятностью = 67.66%
Матч под номером 350 выиграет Orlando Magic, с вероятностью = 68.04%
Матч под номером 351 выиграет Dallas Mavericks, с вероятностью = 67.65%
Матч под номером 352 выиграет Sacramento Kings, с вероятностью = 67.62%
Матч под номером 353 выиграет Utah Jazz, с вероятностью = 67.95%
Матч под номером 354 выиграет Golden State Warriors, с вероятностью = 67.69%
Матч под номером 355 выиграет Denver Nuggets, с вероятностью = 67.36%
Матч под номером 356 выиграет Washington Wizards, с вероятностью = 67.58%
Матч под номером 357 выиграет Oklahoma City Thunder, с вероятностью = 67.71%
Матч под номером 358 выиграет Memphis Grizzlies, с вероятностью = 67.68%
Матч под номером 359 выиграет Milwaukee Bucks, с вероятностью = 67.75%
Матч под номером 360 выиграет Minnesota Timberwolves, с вероятностью = 67.74%
Матч под номером 361 выиграет New Orleans Pelicans, с вероятностью = 67.82%
Матч под номером 362 выиграет Toronto Raptors, с вероятностью = 67.84%
Матч под номером 363 выиграет Los Angeles Lakers, с вероятностью = 67.37%
Матч под номером 364 выиграет Boston Celtics, с вероятностью = 67.48%
Матч под номером 365 выиграет Portland Trail Blazers, с вероятностью = 67.83%
Матч под номером 366 выиграет Utah Jazz, с вероятностью = 68.00%
Матч под номером 367 выиграет Charlotte Hornets, с вероятностью = 67.53%
Матч под номером 368 выиграет Philadelphia 76ers, с вероятностью = 67.59%
Матч под номером 369 выиграет Indiana Pacers, с вероятностью = 67.47%
Матч под номером 370 выиграет Brooklyn Nets, с вероятностью = 67.66%
Матч под номером 371 выиграет Sacramento Kings, с вероятностью = 68.01%
Матч под номером 372 выиграет Chicago Bulls, с вероятностью = 67.64%
Матч под номером 373 выиграет Memphis Grizzlies, с вероятностью = 67.49%
Матч под номером 374 выиграет San Antonio Spurs, с вероятностью = 67.86%
Матч под номером 375 выиграет Miami Heat, с вероятностью = 67.56%
Матч под номером 376 выиграет Golden State Warriors, с вероятностью = 68.01%
Матч под номером 377 выиграет Dallas Mavericks, с вероятностью = 67.57%
Матч под номером 378 выиграет Indiana Pacers, с вероятностью = 67.96%
Матч под номером 379 выиграет Atlanta Hawks, с вероятностью = 67.53%
Матч под номером 380 выиграет Cleveland Cavaliers, с вероятностью = 67.42%
Матч под номером 381 выиграет Brooklyn Nets, с вероятностью = 67.92%
Матч под номером 382 выиграет Boston Celtics, с вероятностью = 67.96%
Матч под номером 383 выиграет Los Angeles Lakers, с вероятностью = 67.69%
Матч под номером 384 выиграет Portland Trail Blazers, с вероятностью = 67.84%
Матч под номером 385 выиграет Miami Heat, с вероятностью = 67.68%
Матч под номером 386 выиграет New Orleans Pelicans, с вероятностью = 67.37%
Матч под номером 387 выиграет Milwaukee Bucks, с вероятностью = 67.61%
Матч под номером 388 выиграет San Antonio Spurs, с вероятностью = 67.97%
Матч под номером 389 выиграет Charlotte Hornets, с вероятностью = 67.46%
